GeoFips,GeoName,LineCode,Description,2019
12085,"Martin, FL",3,Per capita personal income (dollars) 2/,87423
12086,"Miami-Dade, FL",1,Personal income (thousands of dollars),147283362
12086,"Miami-Dade, FL",2,Population (persons) 1/,2711612
12086,"Miami-Dade, FL",3,Per capita personal income (dollars) 2/,54316
12087,"Monroe, FL",1,Personal income (thousands of dollars),7712647
12087,"Monroe, FL",2,Population (persons) 1/,73897
12087,"Monroe, FL",3,Per capita personal income (dollars) 2/,104370
12089,"Nassau, FL",1,Personal income (thousands of dollars),5554189
12089,"Nassau, FL",2,Population (persons) 1/,88583
12089,"Nassau, FL",3,Per capita personal income (dollars) 2/,62700
12091,"Okaloosa, FL",1,Personal income (thousands of dollars),10854044
12091,"Okaloosa, FL",2,Population (persons) 1/,211411
12091,"Okaloosa, FL",3,Per capita personal income (dollars) 2/,51341
12093,"Okeechobee, FL",1,Personal income (thousands of dollars),1358451
12093,"Okeechobee, FL",2,Population (persons) 1/,42141
12093,"Okeechobee, FL",3,Per capita personal income (dollars) 2/,32236
12095,"Orange, FL",1,Personal income (thousands of dollars),65087615
12095,"Orange, FL",2,Population (persons) 1/,1395371
12095,"Orange, FL",3,Per capita personal income (dollars) 2/,46645
12097,"Osceola, FL",1,Personal income (thousands of dollars),13566532
12097,"Osceola, FL",2,Population (persons) 1/,374170
12097,"Osceola, FL",3,Per capita personal income (dollars) 2/,36258
12099,"Palm Beach, FL",1,Personal income (thousands of dollars),127632536
12099,"Palm Beach, FL",2,Population (persons) 1/,1497800
12099,"Palm Beach, FL",3,Per capita personal income (dollars) 2/,85213
12101,"Pasco, FL",1,Personal income (thousands of dollars),23543454
12101,"Pasco, FL",2,Population (persons) 1/,554032
12101,"Pasco, FL",3,Per capita personal income (dollars) 2/,42495
12103,"Pinellas, FL",1,Personal income (thousands of dollars),54622124
12103,"Pinellas, FL",2,Population (persons) 1/,975367
12103,"Pinellas, FL",3,Per capita personal income (dollars) 2/,56002
12105,"Polk, FL",1,Personal income (thousands of dollars),26956118
12105,"Polk, FL",2,Population (persons) 1/,724967
12105,"Polk, FL",3,Per capita personal income (dollars) 2/,37183
12107,"Putnam, FL",1,Personal income (thousands of dollars),2507697
12107,"Putnam, FL",2,Population (persons) 1/,74309
12107,"Putnam, FL",3,Per capita personal income (dollars) 2/,33747
12109,"St. Johns, FL",1,Personal income (thousands of dollars),18972886
12109,"St. Johns, FL",2,Population (persons) 1/,265068
12109,"St. Johns, FL",3,Per capita personal income (dollars) 2/,71577
12111,"St. Lucie, FL",1,Personal income (thousands of dollars),13600391
12111,"St. Lucie, FL",2,Population (persons) 1/,328063
12111,"St. Lucie, FL",3,Per capita personal income (dollars) 2/,41457
12113,"Santa Rosa, FL",1,Personal income (thousands of dollars),8635668
12113,"Santa Rosa, FL",2,Population (persons) 1/,184587
12113,"Santa Rosa, FL",3,Per capita personal income (dollars) 2/,46784
12115,"Sarasota, FL",1,Personal income (thousands of dollars),30017278
12115,"Sarasota, FL",2,Population (persons) 1/,435006
12115,"Sarasota, FL",3,Per capita personal income (dollars) 2/,69004
12117,"Seminole, FL",1,Personal income (thousands of dollars),24353933
12117,"Seminole, FL",2,Population (persons) 1/,471791
12117,"Seminole, FL",3,Per capita personal income (dollars) 2/,51620
12119,"Sumter, FL",1,Personal income (thousands of dollars),7144866
12119,"Sumter, FL",2,Population (persons) 1/,133772
12119,"Sumter, FL",3,Per capita personal income (dollars) 2/,53411
12121,"Suwannee, FL",1,Personal income (thousands of dollars),1481999
12121,"Suwannee, FL",2,Population (persons) 1/,44420
12121,"Suwannee, FL",3,Per capita personal income (dollars) 2/,33363
12123,"Taylor, FL",1,Personal income (thousands of dollars),660194
12123,"Taylor, FL",2,Population (persons) 1/,21537
12123,"Taylor, FL",3,Per capita personal income (dollars) 2/,30654
12125,"Union, FL",1,Personal income (thousands of dollars),342210
12125,"Union, FL",2,Population (persons) 1/,15213
12125,"Union, FL",3,Per capita personal income (dollars) 2/,22495
12127,"Volusia, FL",1,Personal income (thousands of dollars),24615669
12127,"Volusia, FL",2,Population (persons) 1/,554065
12127,"Volusia, FL",3,Per capita personal income (dollars) 2/,44427
12129,"Wakulla, FL",1,Personal income (thousands of dollars),1263354
12129,"Wakulla, FL",2,Population (persons) 1/,33636
12129,"Wakulla, FL",3,Per capita personal income (dollars) 2/,37560
12131,"Walton, FL",1,Personal income (thousands of dollars),4895051
12131,"Walton, FL",2,Population (persons) 1/,74127
12131,"Walton, FL",3,Per capita personal income (dollars) 2/,66036
12133,"Washington, FL",1,Personal income (thousands of dollars),783172
12133,"Washington, FL",2,Population (persons) 1/,25647
12133,"Washington, FL",3,Per capita personal income (dollars) 2/,30537
13001,"Appling, GA",1,Personal income (thousands of dollars),653867
13001,"Appling, GA",2,Population (persons) 1/,18389
13001,"Appling, GA",3,Per capita personal income (dollars) 2/,35558
13003,"Atkinson, GA",1,Personal income (thousands of dollars),250144
13003,"Atkinson, GA",2,Population (persons) 1/,8269
13003,"Atkinson, GA",3,Per capita personal income (dollars) 2/,30251
13005,"Bacon, GA",1,Personal income (thousands of dollars),363840
13005,"Bacon, GA",2,Population (persons) 1/,11098
13005,"Bacon, GA",3,Per capita personal income (dollars) 2/,32784
13007,"Baker, GA",1,Personal income (thousands of dollars),121674
13007,"Baker, GA",2,Population (persons) 1/,3047
13007,"Baker, GA",3,Per capita personal income (dollars) 2/,39932
13009,"Baldwin, GA",1,Personal income (thousands of dollars),1524145
13009,"Baldwin, GA",2,Population (persons) 1/,45006
13009,"Baldwin, GA",3,Per capita personal income (dollars) 2/,33865
13011,"Banks, GA",1,Personal income (thousands of dollars),690100
13011,"Banks, GA",2,Population (persons) 1/,19175
13011,"Banks, GA",3,Per capita personal income (dollars) 2/,35990
13013,"Barrow, GA",1,Personal income (thousands of dollars),3119101
13013,"Barrow, GA",2,Population (persons) 1/,83581
13013,"Barrow, GA",3,Per capita personal income (dollars) 2/,37318
13015,"Bartow, GA",1,Personal income (thousands of dollars),4283894
13015,"Bartow, GA",2,Population (persons) 1/,107757
13015,"Bartow, GA",3,Per capita personal income (dollars) 2/,39755
13017,"Ben Hill, GA",1,Personal income (thousands of dollars),543753
13017,"Ben Hill, GA",2,Population (persons) 1/,16711
13017,"Ben Hill, GA",3,Per capita personal income (dollars) 2/,32539
13019,"Berrien, GA",1,Personal income (thousands of dollars),631176
13019,"Berrien, GA",2,Population (persons) 1/,19377
13019,"Berrien, GA",3,Per capita personal income (dollars) 2/,32573
13021,"Bibb, GA",1,Personal income (thousands of dollars),6360026
13021,"Bibb, GA",2,Population (persons) 1/,153191
13021,"Bibb, GA",3,Per capita personal income (dollars) 2/,41517
13023,"Bleckley, GA",1,Personal income (thousands of dollars),445381
13023,"Bleckley, GA",2,Population (persons) 1/,12923
13023,"Bleckley, GA",3,Per capita personal income (dollars) 2/,34464
13025,"Brantley, GA",1,Personal income (thousands of dollars),525384
13025,"Brantley, GA",2,Population (persons) 1/,19124
13025,"Brantley, GA",3,Per capita personal income (dollars) 2/,27472
13027,"Brooks, GA",1,Personal income (thousands of dollars),570155
13027,"Brooks, GA",2,Population (persons) 1/,15518
13027,"Brooks, GA",3,Per capita personal income (dollars) 2/,36742
13029,"Bryan, GA",1,Personal income (thousands of dollars),2119712
13029,"Bryan, GA",2,Population (persons) 1/,39692
13029,"Bryan, GA",3,Per capita personal income (dollars) 2/,53404
13031,"Bulloch, GA",1,Personal income (thousands of dollars),2608185
13031,"Bulloch, GA",2,Population (persons) 1/,79718
13031,"Bulloch, GA",3,Per capita personal income (dollars) 2/,32718
13033,"Burke, GA",1,Personal income (thousands of dollars),864306
13033,"Burke, GA",2,Population (persons) 1/,22497
13033,"Burke, GA",3,Per capita personal income (dollars) 2/,38419
13035,"Butts, GA",1,Personal income (thousands of dollars),866136
13035,"Butts, GA",2,Population (persons) 1/,24917
13035,"Butts, GA",3,Per capita personal income (dollars) 2/,34761
13037,"Calhoun, GA",1,Personal income (thousands of dollars),158935
13037,"Calhoun, GA",2,Population (persons) 1/,6184
13037,"Calhoun, GA",3,Per capita personal income (dollars) 2/,25701
13039,"Camden, GA",1,Personal income (thousands of dollars),2016447
13039,"Camden, GA",2,Population (persons) 1/,54784
13039,"Camden, GA",3,Per capita personal income (dollars) 2/,36807
13043,"Candler, GA",1,Personal income (thousands of dollars),364588
13043,"Candler, GA",2,Population (persons) 1/,10835
13043,"Candler, GA",3,Per capita personal income (dollars) 2/,33649
13045,"Carroll, GA",1,Personal income (thousands of dollars),4771609
13045,"Carroll, GA",2,Population (persons) 1/,120115
13045,"Carroll, GA",3,Per capita personal income (dollars) 2/,39725
13047,"Catoosa, GA",1,Personal income (thousands of dollars),2435061
13047,"Catoosa, GA",2,Population (persons) 1/,67585
13047,"Catoosa, GA",3,Per capita personal income (dollars) 2/,36030
13049,"Charlton, GA",1,Personal income (thousands of dollars),330384
13049,"Charlton, GA",2,Population (persons) 1/,13277
13049,"Charlton, GA",3,Per capita personal income (dollars) 2/,24884
13051,"Chatham, GA",1,Personal income (thousands of dollars),14087132
13051,"Chatham, GA",2,Population (persons) 1/,290185
13051,"Chatham, GA",3,Per capita personal income (dollars) 2/,48545
13053,"Chattahoochee, GA",1,Personal income (thousands of dollars),334486
13053,"Chattahoochee, GA",2,Population (persons) 1/,10991
13053,"Chattahoochee, GA",3,Per capita personal income (dollars) 2/,30433
13055,"Chattooga, GA",1,Personal income (thousands of dollars),771939
13055,"Chattooga, GA",2,Population (persons) 1/,24846
13055,"Chattooga, GA",3,Per capita personal income (dollars) 2/,31069
13057,"Cherokee, GA",1,Personal income (thousands of dollars),13953083
13057,"Cherokee, GA",2,Population (persons) 1/,259475
13057,"Cherokee, GA",3,Per capita personal income (dollars) 2/,53774
13059,"Clarke, GA",1,Personal income (thousands of dollars),4479961
13059,"Clarke, GA",2,Population (persons) 1/,128238
13059,"Clarke, GA",3,Per capita personal income (dollars) 2/,34935
13061,"Clay, GA",1,Personal income (thousands of dollars),99141
13061,"Clay, GA",2,Population (persons) 1/,2901
13061,"Clay, GA",3,Per capita personal income (dollars) 2/,34175
13063,"Clayton, GA",1,Personal income (thousands of dollars),8283608
13063,"Clayton, GA",2,Population (persons) 1/,292404
13063,"Clayton, GA",3,Per capita personal income (dollars) 2/,28329
13065,"Clinch, GA",1,Personal income (thousands of dollars),255865
13065,"Clinch, GA",2,Population (persons) 1/,6637
13065,"Clinch, GA",3,Per capita personal income (dollars) 2/,38551
13067,"Cobb, GA",1,Personal income (thousands of dollars),45954990
13067,"Cobb, GA",2,Population (persons) 1/,761060
13067,"Cobb, GA",3,Per capita personal income (dollars) 2/,60383
13069,"Coffee, GA",1,Personal income (thousands of dollars),1423001
13069,"Coffee, GA",2,Population (persons) 1/,43278
13069,"Coffee, GA",3,Per capita personal income (dollars) 2/,32880
13071,"Colquitt, GA",1,Personal income (thousands of dollars),1539895
13071,"Colquitt, GA",2,Population (persons) 1/,45569
13071,"Colquitt, GA",3,Per capita personal income (dollars) 2/,33793
13073,"Columbia, GA",1,Personal income (thousands of dollars),8097553
13073,"Columbia, GA",2,Population (persons) 1/,157129
13073,"Columbia, GA",3,Per capita personal income (dollars) 2/,51534
13075,"Cook, GA",1,Personal income (thousands of dollars),579109
13075,"Cook, GA",2,Population (persons) 1/,17241
13075,"Cook, GA",3,Per capita personal income (dollars) 2/,33589
13077,"Coweta, GA",1,Personal income (thousands of dollars),7282980
13077,"Coweta, GA",2,Population (persons) 1/,148504
13077,"Coweta, GA",3,Per capita personal income (dollars) 2/,49042
13079,"Crawford, GA",1,Personal income (thousands of dollars),427540
13079,"Crawford, GA",2,Population (persons) 1/,12345
13079,"Crawford, GA",3,Per capita personal income (dollars) 2/,34633
13081,"Crisp, GA",1,Personal income (thousands of dollars),767675
13081,"Crisp, GA",2,Population (persons) 1/,22382
13081,"Crisp, GA",3,Per capita personal income (dollars) 2/,34299
13083,"Dade, GA",1,Personal income (thousands of dollars),563471
13083,"Dade, GA",2,Population (persons) 1/,16103
13083,"Dade, GA",3,Per capita personal income (dollars) 2/,34992
13085,"Dawson, GA",1,Personal income (thousands of dollars),1202820
13085,"Dawson, GA",2,Population (persons) 1/,26091
13085,"Dawson, GA",3,Per capita personal income (dollars) 2/,46101
13087,"Decatur, GA",1,Personal income (thousands of dollars),985575
13087,"Decatur, GA",2,Population (persons) 1/,26496
13087,"Decatur, GA",3,Per capita personal income (dollars) 2/,37197
13089,"DeKalb, GA",1,Personal income (thousands of dollars),40238177
13089,"DeKalb, GA",2,Population (persons) 1/,759932
13089,"DeKalb, GA",3,Per capita personal income (dollars) 2/,52950
13091,"Dodge, GA",1,Personal income (thousands of dollars),643226
13091,"Dodge, GA",2,Population (persons) 1/,20672
13091,"Dodge, GA",3,Per capita personal income (dollars) 2/,31116
13093,"Dooly, GA",1,Personal income (thousands of dollars),442135
13093,"Dooly, GA",2,Population (persons) 1/,13400
13093,"Dooly, GA",3,Per capita personal income (dollars) 2/,32995
13095,"Dougherty, GA",1,Personal income (thousands of dollars),3158458
13095,"Dougherty, GA",2,Population (persons) 1/,87854
13095,"Dougherty, GA",3,Per capita personal income (dollars) 2/,35951
13097,"Douglas, GA",1,Personal income (thousands of dollars),5393688
13097,"Douglas, GA",2,Population (persons) 1/,146680
13097,"Douglas, GA",3,Per capita personal income (dollars) 2/,36772
13099,"Early, GA",1,Personal income (thousands of dollars),399152
13099,"Early, GA",2,Population (persons) 1/,10176
13099,"Early, GA",3,Per capita personal income (dollars) 2/,39225
13101,"Echols, GA",1,Personal income (thousands of dollars),112618
13101,"Echols, GA",2,Population (persons) 1/,3963
13101,"Echols, GA",3,Per capita personal income (dollars) 2/,28417
13103,"Effingham, GA",1,Personal income (thousands of dollars),2701560
13103,"Effingham, GA",2,Population (persons) 1/,64342
13103,"Effingham, GA",3,Per capita personal income (dollars) 2/,41988
13105,"Elbert, GA",1,Personal income (thousands of dollars),689431
13105,"Elbert, GA",2,Population (persons) 1/,19205
13105,"Elbert, GA",3,Per capita personal income (dollars) 2/,35899
13107,"Emanuel, GA",1,Personal income (thousands of dollars),756264
13107,"Emanuel, GA",2,Population (persons) 1/,22600
13107,"Emanuel, GA",3,Per capita personal income (dollars) 2/,33463
13109,"Evans, GA",1,Personal income (thousands of dollars),363170
13109,"Evans, GA",2,Population (persons) 1/,10661
13109,"Evans, GA",3,Per capita personal income (dollars) 2/,34065
13111,"Fannin, GA",1,Personal income (thousands of dollars),993914
13111,"Fannin, GA",2,Population (persons) 1/,26068
13111,"Fannin, GA",3,Per capita personal income (dollars) 2/,38128
13113,"Fayette, GA",1,Personal income (thousands of dollars),7875693
13113,"Fayette, GA",2,Population (persons) 1/,114645
13113,"Fayette, GA",3,Per capita personal income (dollars) 2/,68696
13115,"Floyd, GA",1,Personal income (thousands of dollars),3798259
13115,"Floyd, GA",2,Population (persons) 1/,98325
13115,"Floyd, GA",3,Per capita personal income (dollars) 2/,38630
13117,"Forsyth, GA",1,Personal income (thousands of dollars),15880761
13117,"Forsyth, GA",2,Population (persons) 1/,244624
13117,"Forsyth, GA",3,Per capita personal income (dollars) 2/,64919
13119,"Franklin, GA",1,Personal income (thousands of dollars),811213
13119,"Franklin, GA",2,Population (persons) 1/,23322
13119,"Franklin, GA",3,Per capita personal income (dollars) 2/,34783
13121,"Fulton, GA",1,Personal income (thousands of dollars),99005158
13121,"Fulton, GA",2,Population (persons) 1/,1065019
13121,"Fulton, GA",3,Per capita personal income (dollars) 2/,92961
13123,"Gilmer, GA",1,Personal income (thousands of dollars),1136031
13123,"Gilmer, GA",2,Population (persons) 1/,31575
13123,"Gilmer, GA",3,Per capita personal income (dollars) 2/,35979
13125,"Glascock, GA",1,Personal income (thousands of dollars),102309
13125,"Glascock, GA",2,Population (persons) 1/,2959
13125,"Glascock, GA",3,Per capita personal income (dollars) 2/,34576
13127,"Glynn, GA",1,Personal income (thousands of dollars),4078120
13127,"Glynn, GA",2,Population (persons) 1/,85326
13127,"Glynn, GA",3,Per capita personal income (dollars) 2/,47795
13129,"Gordon, GA",1,Personal income (thousands of dollars),2082782
13129,"Gordon, GA",2,Population (persons) 1/,58046
13129,"Gordon, GA",3,Per capita personal income (dollars) 2/,35882
13131,"Grady, GA",1,Personal income (thousands of dollars),865363
13131,"Grady, GA",2,Population (persons) 1/,24588
13131,"Grady, GA",3,Per capita personal income (dollars) 2/,35195
13133,"Greene, GA",1,Personal income (thousands of dollars),1111977
13133,"Greene, GA",2,Population (persons) 1/,18356
13133,"Greene, GA",3,Per capita personal income (dollars) 2/,60578
13135,"Gwinnett, GA",1,Personal income (thousands of dollars),40845239
13135,"Gwinnett, GA",2,Population (persons) 1/,937399
13135,"Gwinnett, GA",3,Per capita personal income (dollars) 2/,43573
13137,"Habersham, GA",1,Personal income (thousands of dollars),1594224
13137,"Habersham, GA",2,Population (persons) 1/,45542
13137,"Habersham, GA",3,Per capita personal income (dollars) 2/,35006
13139,"Hall, GA",1,Personal income (thousands of dollars),9481883
13139,"Hall, GA",2,Population (persons) 1/,204310
13139,"Hall, GA",3,Per capita personal income (dollars) 2/,46409
13141,"Hancock, GA",1,Personal income (thousands of dollars),262143
13141,"Hancock, GA",2,Population (persons) 1/,8475
13141,"Hancock, GA",3,Per capita personal income (dollars) 2/,30931
13143,"Haralson, GA",1,Personal income (thousands of dollars),1115247
13143,"Haralson, GA",2,Population (persons) 1/,29884
13143,"Haralson, GA",3,Per capita personal income (dollars) 2/,37319
13145,"Harris, GA",1,Personal income (thousands of dollars),1725885
13145,"Harris, GA",2,Population (persons) 1/,35188
13145,"Harris, GA",3,Per capita personal income (dollars) 2/,49048
13147,"Hart, GA",1,Personal income (thousands of dollars),997152
13147,"Hart, GA",2,Population (persons) 1/,26255
13147,"Hart, GA",3,Per capita personal income (dollars) 2/,37980
13149,"Heard, GA",1,Personal income (thousands of dollars),380314
13149,"Heard, GA",2,Population (persons) 1/,11825
13149,"Heard, GA",3,Per capita personal income (dollars) 2/,32162
13151,"Henry, GA",1,Personal income (thousands of dollars),9458510
13151,"Henry, GA",2,Population (persons) 1/,234671
13151,"Henry, GA",3,Per capita personal income (dollars) 2/,40305
13153,"Houston, GA",1,Personal income (thousands of dollars),6902665
13153,"Houston, GA",2,Population (persons) 1/,157427
13153,"Houston, GA",3,Per capita personal income (dollars) 2/,43847
13155,"Irwin, GA",1,Personal income (thousands of dollars),328089
13155,"Irwin, GA",2,Population (persons) 1/,9442
13155,"Irwin, GA",3,Per capita personal income (dollars) 2/,34748
13157,"Jackson, GA",1,Personal income (thousands of dollars),3134293
13157,"Jackson, GA",2,Population (persons) 1/,73015
13157,"Jackson, GA",3,Per capita personal income (dollars) 2/,42927
13159,"Jasper, GA",1,Personal income (thousands of dollars),545706
13159,"Jasper, GA",2,Population (persons) 1/,14207
13159,"Jasper, GA",3,Per capita personal income (dollars) 2/,38411
13161,"Jeff Davis, GA",1,Personal income (thousands of dollars),482444
13161,"Jeff Davis, GA",2,Population (persons) 1/,15101
13161,"Jeff Davis, GA",3,Per capita personal income (dollars) 2/,31948
13163,"Jefferson, GA",1,Personal income (thousands of dollars),533453
13163,"Jefferson, GA",2,Population (persons) 1/,15344
13163,"Jefferson, GA",3,Per capita personal income (dollars) 2/,34766
13165,"Jenkins, GA",1,Personal income (thousands of dollars),266597
13165,"Jenkins, GA",2,Population (persons) 1/,8734
13165,"Jenkins, GA",3,Per capita personal income (dollars) 2/,30524
13167,"Johnson, GA",1,Personal income (thousands of dollars),246440
13167,"Johnson, GA",2,Population (persons) 1/,9724
13167,"Johnson, GA",3,Per capita personal income (dollars) 2/,25343
13169,"Jones, GA",1,Personal income (thousands of dollars),1114370
13169,"Jones, GA",2,Population (persons) 1/,28689
13169,"Jones, GA",3,Per capita personal income (dollars) 2/,38843
13171,"Lamar, GA",1,Personal income (thousands of dollars),654708
13171,"Lamar, GA",2,Population (persons) 1/,19001
13171,"Lamar, GA",3,Per capita personal income (dollars) 2/,34457
13173,"Lanier, GA",1,Personal income (thousands of dollars),302593
13173,"Lanier, GA",2,Population (persons) 1/,10581
13173,"Lanier, GA",3,Per capita personal income (dollars) 2/,28598
13175,"Laurens, GA",1,Personal income (thousands of dollars),1819391
13175,"Laurens, GA",2,Population (persons) 1/,47567
13175,"Laurens, GA",3,Per capita personal income (dollars) 2/,38249
13177,"Lee, GA",1,Personal income (thousands of dollars),1439923
13177,"Lee, GA",2,Population (persons) 1/,30045
13177,"Lee, GA",3,Per capita personal income (dollars) 2/,47926
13179,"Liberty, GA",1,Personal income (thousands of dollars),2322121
13179,"Liberty, GA",2,Population (persons) 1/,62813
13179,"Liberty, GA",3,Per capita personal income (dollars) 2/,36969
13181,"Lincoln, GA",1,Personal income (thousands of dollars),301201
13181,"Lincoln, GA",2,Population (persons) 1/,7969
13181,"Lincoln, GA",3,Per capita personal income (dollars) 2/,37797
13183,"Long, GA",1,Personal income (thousands of dollars),550161
13183,"Long, GA",2,Population (persons) 1/,19647
13183,"Long, GA",3,Per capita personal income (dollars) 2/,28002
13185,"Lowndes, GA",1,Personal income (thousands of dollars),4484808
13185,"Lowndes, GA",2,Population (persons) 1/,117600
13185,"Lowndes, GA",3,Per capita personal income (dollars) 2/,38136
13187,"Lumpkin, GA",1,Personal income (thousands of dollars),1315372
13187,"Lumpkin, GA",2,Population (persons) 1/,33692
13187,"Lumpkin, GA",3,Per capita personal income (dollars) 2/,39041
13189,"McDuffie, GA",1,Personal income (thousands of dollars),804503
13189,"McDuffie, GA",2,Population (persons) 1/,21317
13189,"McDuffie, GA",3,Per capita personal income (dollars) 2/,37740
13191,"McIntosh, GA",1,Personal income (thousands of dollars),454117
13191,"McIntosh, GA",2,Population (persons) 1/,14294
13191,"McIntosh, GA",3,Per capita personal income (dollars) 2/,31770
13193,"Macon, GA",1,Personal income (thousands of dollars),411863
13193,"Macon, GA",2,Population (persons) 1/,12934
13193,"Macon, GA",3,Per capita personal income (dollars) 2/,31843
13195,"Madison, GA",1,Personal income (thousands of dollars),1125918
13195,"Madison, GA",2,Population (persons) 1/,29925
13195,"Madison, GA",3,Per capita personal income (dollars) 2/,37625
13197,"Marion, GA",1,Personal income (thousands of dollars),250974
13197,"Marion, GA",2,Population (persons) 1/,8413
13197,"Marion, GA",3,Per capita personal income (dollars) 2/,29832
13199,"Meriwether, GA",1,Personal income (thousands of dollars),751680
13199,"Meriwether, GA",2,Population (persons) 1/,21112
13199,"Meriwether, GA",3,Per capita personal income (dollars) 2/,35604
13201,"Miller, GA",1,Personal income (thousands of dollars),261580
13201,"Miller, GA",2,Population (persons) 1/,5667
13201,"Miller, GA",3,Per capita personal income (dollars) 2/,46158
13205,"Mitchell, GA",1,Personal income (thousands of dollars),796237
13205,"Mitchell, GA",2,Population (persons) 1/,21846
13205,"Mitchell, GA",3,Per capita personal income (dollars) 2/,36448
13207,"Monroe, GA",1,Personal income (thousands of dollars),1289183
13207,"Monroe, GA",2,Population (persons) 1/,27677
13207,"Monroe, GA",3,Per capita personal income (dollars) 2/,46580
13209,"Montgomery, GA",1,Personal income (thousands of dollars),276234
13209,"Montgomery, GA",2,Population (persons) 1/,9148
13209,"Montgomery, GA",3,Per capita personal income (dollars) 2/,30196
13211,"Morgan, GA",1,Personal income (thousands of dollars),1011002
13211,"Morgan, GA",2,Population (persons) 1/,19239
13211,"Morgan, GA",3,Per capita personal income (dollars) 2/,52550
13213,"Murray, GA",1,Personal income (thousands of dollars),1245787
13213,"Murray, GA",2,Population (persons) 1/,39996
13213,"Murray, GA",3,Per capita personal income (dollars) 2/,31148
13215,"Muscogee, GA",1,Personal income (thousands of dollars),8802910
13215,"Muscogee, GA",2,Population (persons) 1/,196074
13215,"Muscogee, GA",3,Per capita personal income (dollars) 2/,44896
13217,"Newton, GA",1,Personal income (thousands of dollars),3897192
13217,"Newton, GA",2,Population (persons) 1/,111894
13217,"Newton, GA",3,Per capita personal income (dollars) 2/,34829
13219,"Oconee, GA",1,Personal income (thousands of dollars),2885341
13219,"Oconee, GA",2,Population (persons) 1/,40296
13219,"Oconee, GA",3,Per capita personal income (dollars) 2/,71604
13221,"Oglethorpe, GA",1,Personal income (thousands of dollars),566918
13221,"Oglethorpe, GA",2,Population (persons) 1/,15222
13221,"Oglethorpe, GA",3,Per capita personal income (dollars) 2/,37243
13223,"Paulding, GA",1,Personal income (thousands of dollars),6655009
13223,"Paulding, GA",2,Population (persons) 1/,169302
13223,"Paulding, GA",3,Per capita personal income (dollars) 2/,39309
13225,"Peach, GA",1,Personal income (thousands of dollars),1077822
13225,"Peach, GA",2,Population (persons) 1/,27697
13225,"Peach, GA",3,Per capita personal income (dollars) 2/,38915
13227,"Pickens, GA",1,Personal income (thousands of dollars),1590346
13227,"Pickens, GA",2,Population (persons) 1/,32648
13227,"Pickens, GA",3,Per capita personal income (dollars) 2/,48712
13229,"Pierce, GA",1,Personal income (thousands of dollars),717229
13229,"Pierce, GA",2,Population (persons) 1/,19443
13229,"Pierce, GA",3,Per capita personal income (dollars) 2/,36889
13231,"Pike, GA",1,Personal income (thousands of dollars),790537
13231,"Pike, GA",2,Population (persons) 1/,18953
13231,"Pike, GA",3,Per capita personal income (dollars) 2/,41710
13233,"Polk, GA",1,Personal income (thousands of dollars),1426371
13233,"Polk, GA",2,Population (persons) 1/,42616
13233,"Polk, GA",3,Per capita personal income (dollars) 2/,33470
13235,"Pulaski, GA",1,Personal income (thousands of dollars),355771
13235,"Pulaski, GA",2,Population (persons) 1/,11161
13235,"Pulaski, GA",3,Per capita personal income (dollars) 2/,31876
13237,"Putnam, GA",1,Personal income (thousands of dollars),1002623
13237,"Putnam, GA",2,Population (persons) 1/,22083
13237,"Putnam, GA",3,Per capita personal income (dollars) 2/,45402
13239,"Quitman, GA",1,Personal income (thousands of dollars),71286
13239,"Quitman, GA",2,Population (persons) 1/,2300
13239,"Quitman, GA",3,Per capita personal income (dollars) 2/,30994
13241,"Rabun, GA",1,Personal income (thousands of dollars),707177
13241,"Rabun, GA",2,Population (persons) 1/,17116
13241,"Rabun, GA",3,Per capita personal income (dollars) 2/,41317
13243,"Randolph, GA",1,Personal income (thousands of dollars),228443
13243,"Randolph, GA",2,Population (persons) 1/,6806
13243,"Randolph, GA",3,Per capita personal income (dollars) 2/,33565
13245,"Richmond, GA",1,Personal income (thousands of dollars),7834533
13245,"Richmond, GA",2,Population (persons) 1/,202639
13245,"Richmond, GA",3,Per capita personal income (dollars) 2/,38663
13247,"Rockdale, GA",1,Personal income (thousands of dollars),3302337
13247,"Rockdale, GA",2,Population (persons) 1/,90639
13247,"Rockdale, GA",3,Per capita personal income (dollars) 2/,36434
13249,"Schley, GA",1,Personal income (thousands of dollars),174845
13249,"Schley, GA",2,Population (persons) 1/,5254
13249,"Schley, GA",3,Per capita personal income (dollars) 2/,33278
13251,"Screven, GA",1,Personal income (thousands of dollars),486398
13251,"Screven, GA",2,Population (persons) 1/,13945
13251,"Screven, GA",3,Per capita personal income (dollars) 2/,34880
13253,"Seminole, GA",1,Personal income (thousands of dollars),370818
13253,"Seminole, GA",2,Population (persons) 1/,8090
13253,"Seminole, GA",3,Per capita personal income (dollars) 2/,45837
13255,"Spalding, GA",1,Personal income (thousands of dollars),2377913
13255,"Spalding, GA",2,Population (persons) 1/,66835
13255,"Spalding, GA",3,Per capita personal income (dollars) 2/,35579
13257,"Stephens, GA",1,Personal income (thousands of dollars),973471
13257,"Stephens, GA",2,Population (persons) 1/,26017
13257,"Stephens, GA",3,Per capita personal income (dollars) 2/,37417
13259,"Stewart, GA",1,Personal income (thousands of dollars),150210
13259,"Stewart, GA",2,Population (persons) 1/,6649
13259,"Stewart, GA",3,Per capita personal income (dollars) 2/,22591
13261,"Sumter, GA",1,Personal income (thousands of dollars),1088153
